title,authors_name,conference_name,published_year,school_institution,domain
"{
    ""title"": ""Robust Detection of Machine-induced Audio Attacks in Intelligent Audio Systems with Microphone Array""
}","```json
{
    ""authors"": ""Zhuohang Li, Cong Shi, Tianfang Zhang, Yi Xie, Jian Liu, Bo Yuan, Yingying Chen""
}
```","```json
{
    ""conference"": ""CCS""
}
```","{
    ""year"": ""2021""
}","```json
{
    ""school"": ""University of Tennessee, Rutgers University""
}
```","```json
{
    ""research_domain"": ""adversarial machine learning""
}
```"
"```json
{
    ""title"": ""When Machine Unlearning Jeopardizes Privacy""
}
```","```json
{
    ""authors"": ""Min Chen, Zhikun Zhang, Tianhao Wang, Michael Backes, Mathias Humbert, Yang Zhang""
}
```","```json
{
    ""conference"": ""CCS""
}
```","```json
{
    ""year"": ""2021""
}
```","```json
{
    ""school"": ""CISPA Helmholtz Center for Information Security, Carnegie Mellon University, University of Virginia, University of Lausanne, Purdue University""
}
```","```json
{
    ""research_domain"": ""privacy preserving computation""
}
```"
"{
    ""title"": ""New Directions in Automated Traffic Analysis""
}","```json
{
    ""authors"": ""Jordan Holland, Paul Schmitt, Nick Feamster, Prateek Mittal""
}
```","```json
{
    ""conference"": ""CCS""
}
```","```json
{
    ""year"": ""2021""
}
```","```json
{
    ""school"": ""Princeton University, University of Chicago""
}
```","```json
{
    ""research_domain"": ""network security""
}
```"
"{
    ""title"": ""I Can See the Light: Attacks on Autonomous Vehicles Using Invisible Lights""
}","```json
{
    ""authors"": ""Wei Wang, Yao Yao, Xin Liu, Xiang Li, Pei Hao, Ting Zhu""
}
```","{
    ""conference"": ""CCS""
}","```json
{
    ""year"": ""2021""
}
```","```json
{
    ""school"": ""University of Maryland Baltimore County, Cambricon SingGo""
}
```","```json
{
    ""research_domain"": ""iot security""
}
```"
"{
    ""title"": ""Membership Inference Attacks Against Recommender Systems""
}","{
    ""authors"": ""Minxing Zhang, Zhaochun Ren, Zihan Wang, Pengjie Ren, Zhumin Chen, Pengfei Hu, Yang Zhang""
}","```json
{
    ""conference"": ""CCS""
}
```","```json
{
    ""year"": ""2021""
}
```","```json
{
    ""school"": ""Shandong University, CISPA Helmholtz Center for Information Security""
}
```","```json
{
    ""research_domain"": ""privacy-preserving computation""
}
```"
"{
    ""title"": ""Learning Security Classifiers with Verified Global Robustness Properties""
}","```json
{
    ""authors"": ""Yizheng Chen, Shiqi Wang, Yue Qin, Xiaojing Liao, Suman Jana, David Wagner""
}
```","```json
{
    ""conference"": ""CCS""
}
```","```json
{
    ""year"": ""2021""
}
```","```json
{
    ""school"": ""UC Berkeley, Columbia University, Indiana University Bloomington""
}
```","```json
{
    ""research_domain"": ""adversarial machine learning""
}
```"
"{
    ""title"": ""One Glitch to Rule Them All: Fault Injection Attacks Against AMD’s Secure Encrypted Virtualization""
}","```json
{
    ""authors"": ""Robert Buhren, Hans Niklas Jacob, Thilo Krachenfels, Jean-Pierre Seifert""
}
```","```json
{
    ""conference"": ""CCS""
}
```","```json
{
    ""year"": ""2021""
}
```","```json
{
    ""school"": ""Technische Universität Berlin, Fraunhofer SIT""
}
```","```json
{
    ""research_domain"": ""embedded systems security""
}
```"
"{
    ""title"": ""DPGen: Automated Program Synthesis for Differential Privacy""
}","```json
{
    ""authors"": ""Yuxin Wang, Zeyu Ding, Yingtai Xiao, Daniel Kifer, Danfeng Zhang""
}
```","{
    ""conference"": ""CCS""
}","```json
{
    ""year"": ""2021""
}
```","```json
{
    ""school"": ""Pennsylvania State University""
}
```","```json
{
    ""research_domain"": ""privacy-preserving computation""
}
```"
"{
    ""title"": ""Mining in Logarithmic Space""
}","```json
{
    ""authors"": ""Aggelos Kiayias, Nikos Leonardos, Dionysis Zindros""
}
```","```json
{
    ""conference"": ""CCS""
}
```","```json
{
    ""year"": ""2021""
}
```","```json
{
    ""school"": ""University of Edinburgh, University of Athens""
}
```","```json
{
    ""research_domain"": ""blockchain and cryptographic security""
}
```"
"```json
{
    ""title"": ""A Formally Verified Configuration for Hardware Security Modules in the Cloud""
}
```","```json
{
    ""authors"": ""Riccardo Focardi, Flaminia L. Luccio""
}
```","```json
{
    ""conference"": ""CCS""
}
```","```json
{
    ""year"": ""2021""
}
```","```json
{
    ""school"": ""Ca’ Foscari University""
}
```","```json
{
    ""research_domain"": ""cloud security""
}
```"
"{
    ""title"": ""Epsolute: Efficiently Querying Databases While Providing Differential Privacy""
}","{
    ""authors"": ""Dmytro Bogatov, Georgios Kellaris, George Kollios, Kobbi Nissim, Adam O’Neill""
}","```json
{
    ""conference"": ""CCS""
}
```","```json
{
    ""year"": ""2021""
}
```","```json
{
    ""school"": ""Boston University, Georgetown University, University of Massachusetts, Amherst""
}
```","```json
{
    ""research_domain"": ""privacy-preserving computation""
}
```"
"{
    ""title"": ""Compressed Oblivious Encoding for Homomorphically Encrypted Search""
}","```json
{
    ""authors"": ""Seung Geol Choi, Dana Dachman-Soled, S. Dov Gordon, Linsheng Liu, Arkady Yerukhimovich""
}
```","```json
{
    ""conference"": ""CCS""
}
```","```json
{
    ""year"": ""2021""
}
```","```json
{
    ""school"": ""United States Naval Academy, University of Maryland, George Mason University, George Washington University""
}
```","```json
{
    ""research_domain"": ""privacy-preserving computation""
}
```"
"```json
{
    ""title"": ""WristPrint: Characterizing User Re-identification Risks from Wrist-worn Accelerometry Data""
}
```","```json
{
    ""authors"": ""Nazir Saleheen, Md Azim Ullah, Supriyo Chakraborty, Deniz S. Ones, Mani Srivastava, Santosh Kumar""
}
```","```json
{
    ""conference"": ""CCS""
}
```","```json
{
    ""year"": ""2021""
}
```","```json
{
    ""school"": ""University of Memphis, IBM T. J. Watson Research Center, University of Minnesota, University of California, Los Angeles""
}
```","```json
{
    ""research_domain"": ""privacy preserving computation""
}
```"
"```json
{
    ""title"": ""APECS: A Distributed Access Control Framework for Pervasive Edge Computing Services""
}
```","```json
{
    ""authors"": ""Sean Dougherty, Reza Tourani, Gaurav Panwar, Roopa Vishwanathan, Satyajayant Misra, Srikathyayani Srikanteswara""
}
```","```json
{
    ""conference"": ""CCS""
}
```","```json
{
    ""year"": ""2021""
}
```","```json
{
    ""school"": ""Saint Louis University, New Mexico State University, Intel Labs""
}
```","```json
{
    ""research_domain"": ""access control and authorization""
}
```"
"{
    ""title"": ""Reverse Attack: Black-box Attacks on Collaborative Recommendation""
}","```json
{
    ""authors"": ""Yihe Zhang, Xu Yuan, Jin Li, Jiadong Lou, Li Chen, Nian-Feng Tzeng""
}
```","```json
{
    ""conference"": ""CCS""
}
```","```json
{
    ""year"": ""2021""
}
```","```json
{
    ""school"": ""University of Louisiana at Lafayette, Guangzhou University""
}
```","```json
{
    ""research_domain"": ""adversarial machine learning""
}
```"
"{
    ""title"": ""Asynchronous Data Dissemination and its Applications""
}","```json
{
    ""authors"": ""Sourav Das, Zhuolun Xiang, Ling Ren""
}
```","```json
{
    ""conference"": ""CCS""
}
```","```json
{
    ""year"": ""2021""
}
```","```json
{
    ""school"": ""University of Illinois at Urbana-Champaign""
}
```","```json
{
    ""research_domain"": ""distributed systems security""
}
```"
"```json
{
    ""title"": ""V-Shuttle: Scalable and Semantics-Aware Hypervisor Virtual Device Fuzzing""
}
```","```json
{
    ""authors"": ""Gaoning Pan, Xingwei Lin, Xuhong Zhang, Yongkang Jia, Shouling Ji, Chunming Wu, Xinlei Ying, Jiashui Wang, Yanjun Wu""
}
```","{
    ""conference"": ""CCS""
}","```json
{
    ""year"": ""2021""
}
```","```json
{
    ""school"": ""Zhejiang University, Ant Group, Binjiang Institute of Zhejiang University, Institute of Software, The Chinese Academy of Sciences""
}
```","```json
{
    ""research_domain"": ""cloud security""
}
```"
"```json
{
    ""title"": ""The Security of ChaCha20-Poly1305 in the Multi-User Setting""
}
```","```json
{
    ""authors"": ""Jean Paul Degabriele, Jérôme Govinden, Felix Günther, Kenneth G. Paterson""
}
```","```json
{
    ""conference"": ""CCS""
}
```","```json
{
    ""year"": ""2021""
}
```","```json
{
    ""school"": ""Technische Universität Darmstadt, ETH Zurich""
}
```","```json
{
    ""research_domain"": ""cryptographic api misuse detection""
}
```"
"{
    ""title"": ""AI-Lancet: Locating Error-inducing Neurons to Optimize Neural Networks""
}","```json
{
    ""authors"": ""Yue Zhao, Hong Zhu, Kai Chen, Shengzhi Zhang""
}
```","```json
{
    ""conference"": ""CCS""
}
```","```json
{
    ""year"": ""2021""
}
```","```json
{
    ""school"": ""Institute of Information Engineering, Chinese Academy of Sciences, China, School of Cyber Security, University of Chinese Academy of Sciences, China, Department of Computer Science, Metropolitan College, Boston University, USA, Beijing Academy of Artificial Intelligence, China""
}
```","```json
{
    ""research_domain"": ""adversarial machine learning""
}
```"
"{
    ""title"": ""TableGAN-MCA: Evaluating Membership Collisions of GAN-Synthesized Tabular Data Releasing""
}","```json
{
    ""authors"": ""Aoting Hu, Renjie Xie, Zhigang Lu, Aiqun Hu, Minhui Xue""
}
```","```json
{
    ""conference"": ""CCS""
}
```","```json
{
    ""year"": ""2021""
}
```","```json
{
    ""school"": ""Southeast University, Macquarie University, The University of Adelaide""
}
```","```json
{
    ""research_domain"": ""privacy-preserving computation""
}
```"
"{
    ""title"": ""“I need a better description”: An Investigation Into User Expectations For Differential Privacy""
}","```json
{
    ""authors"": ""Rachel Cummings, Gabriel Kaptchuk, Elissa M. Redmiles""
}
```","```json
{
    ""conference"": ""CCS""
}
```","```json
{
    ""year"": ""2021""
}
```","```json
{
    ""school"": ""Columbia University, Boston University, Max Planck Institute for Software Systems""
}
```","```json
{
    ""research_domain"": ""privacy-preserving computation""
}
```"
"```json
{
    ""title"": ""A One-Pass Distributed and Private Sketch for Kernel Sums with Applications to Machine Learning at Scale""
}
```","```json
{
    ""authors"": ""Benjamin Coleman, Anshumali Shrivastava""
}
```","```json
{
    ""conference"": ""CCS""
}
```","```json
{
    ""year"": ""2021""
}
```","```json
{
    ""school"": ""Rice University""
}
```","```json
{
    ""research_domain"": ""privacy-preserving computation""
}
```"
"```json
{
    ""title"": ""TSS: Transformation-Specific Smoothing for Robustness Certification""
}
```","```json
{
    ""authors"": ""Linyi Li*, Maurice Weber*, Xiaojun Xu, Luka Rimanic, Bhavya Kailkhura, Tao Xie, Ce Zhang, Bo Li""
}
```","{
    ""conference"": ""CCS""
}","```json
{
    ""year"": ""2021""
}
```","```json
{
    ""school"": ""University of Illinois, ETH Zürich, Lawrence Livermore National Laboratory, Key Laboratory of High Confidence Software Technologies, MoE (Peking University)""
}
```","```json
{
    ""research_domain"": ""adversarial machine learning""
}
```"
"{
    ""title"": ""Unleashing the Tiger: Inference Attacks on Split Learning""
}","```json
{
    ""authors"": ""Dario Pasquini, Giuseppe Ateniese, Massimo Bernaschi""
}
```","```json
{
    ""conference"": ""CCS""
}
```","```json
{
    ""year"": ""2021""
}
```","```json
{
    ""school"": ""Sapienza University of Rome, Institute of Applied Computing, CNR, George Mason University""
}
```","```json
{
    ""research_domain"": ""privacy-preserving computation""
}
```"
"{
    ""title"": ""A Security Framework for Distributed Ledgers""
}","```json
{
    ""authors"": ""Mike Graf, Daniel Rausch, Viktoria Ronge, Christoph Egger, Ralf Küsters, Dominique Schröder""
}
```","```json
{
    ""conference"": ""CCS""
}
```","```json
{
    ""year"": ""2021""
}
```","```json
{
    ""school"": ""University of Stuttgart, FAU Erlangen-Nürnberg""
}
```","```json
{
    ""research_domain"": ""blockchain and cryptographic security""
}
```"
"```json
{
    ""title"": ""Automated Bug Hunting With Data-Driven Symbolic Root Cause Analysis""
}
```","```json
{
    ""authors"": ""Carter Yagemann, Simon P. Chung, Brendan Saltaformaggio, Wenke Lee""
}
```","```json
{
    ""conference"": ""CCS""
}
```","```json
{
    ""year"": ""2021""
}
```","```json
{
    ""school"": ""Georgia Institute of Technology""
}
```","```json
{
    ""research_domain"": ""software and application security""
}
```"
"{
    ""title"": ""This Sneaky Piggy Went to the Android Ad Market: Misusing Mobile Sensors for Stealthy Data Exfiltration""
}","```json
{
    ""authors"": ""Michalis Diamantaris, Serafeim Moustakas, Lichao Sun, Sotiris Ioannidis, Jason Polakis""
}
```","```json
{
    ""conference"": ""CCS""
}
```","```json
{
    ""year"": ""2021""
}
```","```json
{
    ""school"": ""FORTH, Lehigh University, Technical University of Crete, University of Illinois at Chicago""
}
```","```json
{
    ""research_domain"": ""mobile browser security""
}
```"
"{
    ""title"": ""Out of Sight, Out of Mind: Detecting Orphaned Web Pages at Internet-Scale""
}","```json
{
    ""authors"": ""Stijn Pletinckx, Kevin Borgolte, Tobias Fiebig""
}
```","```json
{
    ""conference"": ""CCS""
}
```","```json
{
    ""year"": ""2021""
}
```","```json
{
    ""school"": ""TU Delft, Ruhr University Bochum""
}
```","```json
{
    ""research_domain"": ""web application security""
}
```"
"```json
{
    ""title"": ""Subpopulation Data Poisoning Attacks""
}
```","```json
{
    ""authors"": ""Matthew Jagielski, Giorgio Severi, Niklas Pousette Harger, Alina Oprea""
}
```","```json
{
    ""conference"": ""CCS""
}
```","```json
{
    ""year"": ""2021""
}
```","```json
{
    ""school"": ""Northeastern University""
}
```","```json
{
    ""research_domain"": ""adversarial machine learning""
}
```"
"```json
{
    ""title"": ""VIP: Safeguard Value Invariant Property for Thwarting Critical Memory Corruption Attacks""
}
```","```json
{
    ""authors"": ""Mohannad Ismail, Jinwoo Yom, Christopher Jelesnianski, Yeongjin Jang, Changwoo Min""
}
```","```json
{
    ""conference"": ""CCS""
}
```","```json
{
    ""year"": ""2021""
}
```","```json
{
    ""school"": ""Virginia Tech, Oregon State University""
}
```","```json
{
    ""research_domain"": ""information security""
}
```"
"{
    ""title"": ""zkCNN: Zero Knowledge Proofs for Convolutional Neural Network Predictions and Accuracy""
}","{
    ""authors"": ""Tianyi Liu, Xiang Xie, Yupeng Zhang""
}","{
    ""conference"": ""CCS""
}","```json
{
    ""year"": ""2021""
}
```","{
    ""school"": ""Texas A&M University, Shanghai Key Laboratory of Privacy-Preserving Computation""
}","```json
{
    ""research_domain"": ""privacy-preserving computation""
}
```"
"{
    ""title"": ""Black-box Adversarial Attacks on Commercial Speech Platforms with Minimal Information""
}","```json
{
    ""authors"": ""Baolin Zheng, Peipei Jiang, Qian Wang, Qi Li, Chao Shen, Cong Wang, Yunjie Ge, Qingyang Teng, Shenyi Zhang""
}
```","```json
{
    ""conference"": ""CCS""
}
```","```json
{
    ""year"": ""2021""
}
```","```json
{
    ""school"": ""School of Cyber Science and Engineering, Wuhan University, Institute of Network Sciences and Cyberspace, Tsinghua University, School of Cyber Science and Engineering, Xi’an Jiaotong University, Department of Computer Science, City University of Hong Kong""
}
```","```json
{
    ""research_domain"": ""adversarial machine learning""
}
```"
"{
    ""title"": ""AHEAD: Adaptive Hierarchical Decomposition for Range Query under Local Differential Privacy""
}","```json
{
    ""authors"": ""Linkang Du, Zhikun Zhang, Shaojie Bai, Changchang Liu, Shouling Ji, Peng Cheng, Jiming Chen""
}
```","```json
{
    ""conference"": ""CCS""
}
```","```json
{
    ""year"": ""2021""
}
```","```json
{
    ""school"": ""Zhejiang University, CISPA Helmholtz Center for Information Security, IBM Research, Binjiang Institute of Zhejiang University, Zhejiang University of Technology""
}
```","```json
{
    ""research_domain"": ""privacy-preserving computation""
}
```"
"```json
{
    ""title"": ""BAPM: Block Attention Profiling Model for Multi-tab Website Fingerprinting Attacks on Tor""
}
```","```json
{
    ""authors"": ""Zhong Guan, Gang Xiong, Gaopeng Gou, Zhen Li, Mingxin Cui, Chang Liu""
}
```","```json
{
    ""conference"": ""ACSAC""
}
```","```json
{
    ""year"": ""2021""
}
```","```json
{
    ""school"": ""Institute of Information Engineering, Chinese Academy of Sciences, School of Cyber Security, University of Chinese Academy of Sciences""
}
```","```json
{
    ""research_domain"": ""web application security""
}
```"
